400
1	1	100	100	100	100	100	100	100	100	100	100
1	2	100	100	100	100	100	100	100	100	100	100
1	3	100	100	100	100	100	100	100	100	100	100
1	4	100	100	100	100	100	100	100	100	100	100
1	5	100	100	100	100	100	100	100	100	100	100
1	6	100	100	100	100	100	100	100	100	100	100
1	7	100	100	100	100	100	100	100	100	100	100
1	8	100	100	100	100	100	100	100	100	100	100
1	9	100	100	100	100	100	100	100	100	100	100
1	10	100	100	100	100	100	100	100	100	100	100
1	11	100	100	100	100	100	100	100	100	100	100
1	12	100	100	100	100	100	100	100	100	100	100
1	13	100	100	100	100	100	100	100	100	100	100
1	14	100	100	100	100	100	100	100	100	100	100
1	15	100	100	100	100	100	100	100	100	100	100
1	16	100	100	100	100	100	100	100	100	100	100
1	17	100	100	100	100	100	100	100	100	100	100
1	18	100	100	100	100	100	100	100	100	100	100
1	19	100	100	100	100	100	100	100	100	100	100
1	20	100	100	100	100	100	100	100	100	100	100
1	21	100	100	100	100	100	100	100	100	100	100
1	22	100	100	100	100	100	100	100	100	100	100
1	23	100	100	100	100	100	100	100	100	100	100
1	24	100	100	100	100	100	100	100	100	100	100
1	25	100	100	100	100	100	100	100	100	100	100
1	26	100	100	100	100	100	100	100	100	100	100
1	27	100	100	100	100	100	100	100	100	100	100
1	28	100	100	100	100	100	100	100	100	100	100
1	29	100	100	100	100	100	100	100	100	100	100
1	30	100	100	100	100	100	100	100	100	100	100
1	31	100	100	100	100	100	100	100	100	100	100
1	32	100	100	100	100	100	100	100	100	100	100
1	33	100	100	100	100	100	100	100	100	100	100
1	34	100	100	100	100	100	100	100	100	100	100
1	35	100	100	100	100	100	100	100	100	100	100
1	36	100	100	100	100	100	100	100	100	100	100
1	37	100	100	100	100	100	100	100	100	100	100
1	38	100	100	100	100	100	100	100	100	100	100
1	39	100	100	100	100	100	100	100	100	100	100
1	40	100	100	100	100	100	100	100	100	100	100
1	41	100	100	100	100	100	100	100	100	100	100
1	42	100	100	100	100	100	100	100	100	100	100
1	43	100	100	100	100	100	100	100	100	100	100
1	44	100	100	100	100	100	100	100	100	100	100
1	45	100	100	100	100	100	100	100	100	100	100
1	46	100	100	100	100	100	100	100	100	100	100
1	47	100	100	100	100	100	100	100	100	100	100
1	48	100	100	100	100	100	100	100	100	100	100
1	49	100	100	100	100	100	100	100	100	100	100
1	50	100	100	100	100	100	100	100	100	100	100
1	51	100	100	100	100	100	100	100	100	100	100
1	52	100	100	100	100	100	100	100	100	100	100
1	53	100	100	100	100	100	100	100	100	100	100
1	54	100	100	100	100	100	100	100	100	100	100
1	55	100	100	100	100	100	100	100	100	100	100
1	56	100	100	100	100	100	100	100	100	100	100
1	57	100	100	100	100	100	100	100	100	100	100
1	58	100	100	100	100	100	100	100	100	100	100
1	59	100	100	100	100	100	100	100	100	100	100
1	60	100	100	100	100	100	100	100	100	100	100
1	61	100	100	100	100	100	100	100	100	100	100
1	62	100	100	100	100	100	100	100	100	100	100
1	63	100	100	100	100	100	100	100	100	100	100
1	64	100	100	100	100	100	100	100	100	100	100
1	65	100	100	100	100	100	100	100	100	100	100
1	66	100	100	100	100	100	100	100	100	100	100
1	67	100	100	100	100	100	100	100	100	100	100
1	68	100	100	100	100	100	100	100	100	100	100
1	69	100	100	100	100	100	100	100	100	100	100
1	70	100	100	100	100	100	100	100	100	100	100
1	71	100	100	100	100	100	100	100	100	100	100
1	72	100	100	100	100	100	100	100	100	100	100
1	73	100	100	100	100	100	100	100	100	100	100
1	74	100	100	100	100	100	100	100	100	100	100
1	75	100	100	100	100	100	100	100	100	100	100
1	76	100	100	100	100	100	100	100	100	100	100
1	77	100	100	100	100	100	100	100	100	100	100
1	78	100	100	100	100	100	100	100	100	100	100
1	79	100	100	100	100	100	100	100	100	100	100
1	80	100	100	100	100	100	100	100	100	100	100
1	81	100	100	100	100	100	100	100	100	100	100
1	82	100	100	100	100	100	100	100	100	100	100
1	83	100	100	100	100	100	100	100	100	100	100
1	84	100	100	100	100	100	100	100	100	100	100
1	85	100	100	100	100	100	100	100	100	100	100
1	86	100	100	100	100	100	100	100	100	100	100
1	87	100	100	100	100	100	100	100	100	100	100
1	88	100	100	100	100	100	100	100	100	100	100
1	89	100	100	100	100	100	100	100	100	100	100
1	90	100	100	100	100	100	100	100	100	100	100
1	91	100	100	100	100	100	100	100	100	100	100
1	92	100	100	100	100	100	100	100	100	100	100
1	93	100	100	100	100	100	100	100	100	100	100
1	94	100	100	100	100	100	100	100	100	100	100
1	95	100	100	100	100	100	100	100	100	100	100
1	96	100	100	100	100	100	100	100	100	100	100
1	97	100	100	100	100	100	100	100	100	100	100
1	98	100	100	100	100	100	100	100	100	100	100
1	99	100	100	100	100	100	100	100	100	100	100
1	100	100	100	100	100	100	100	100	100	100	100
1	1	100	100	100	100	100	100	100	100	100	100
2	1	100	100	100	100	100	100	100	100	100	100
3	1	100	100	100	100	100	100	100	100	100	100
4	1	100	100	100	100	100	100	100	100	100	100
5	1	100	100	100	100	100	100	100	100	100	100
6	1	100	100	100	100	100	100	100	100	100	100
7	1	100	100	100	100	100	100	100	100	100	100
8	1	100	100	100	100	100	100	100	100	100	100
9	1	100	100	100	100	100	100	100	100	100	100
10	1	100	100	100	100	100	100	100	100	100	100
11	1	100	100	100	100	100	100	100	100	100	100
12	1	100	100	100	100	100	100	100	100	100	100
13	1	100	100	100	100	100	100	100	100	100	100
14	1	100	100	100	100	100	100	100	100	100	100
15	1	100	100	100	100	100	100	100	100	100	100
16	1	100	100	100	100	100	100	100	100	100	100
17	1	100	100	100	100	100	100	100	100	100	100
18	1	100	100	100	100	100	100	100	100	100	100
19	1	100	100	100	100	100	100	100	100	100	100
20	1	100	100	100	100	100	100	100	100	100	100
21	1	100	100	100	100	100	100	100	100	100	100
22	1	100	100	100	100	100	100	100	100	100	100
23	1	100	100	100	100	100	100	100	100	100	100
24	1	100	100	100	100	100	100	100	100	100	100
25	1	100	100	100	100	100	100	100	100	100	100
26	1	100	100	100	100	100	100	100	100	100	100
27	1	100	100	100	100	100	100	100	100	100	100
28	1	100	100	100	100	100	100	100	100	100	100
29	1	100	100	100	100	100	100	100	100	100	100
30	1	100	100	100	100	100	100	100	100	100	100
31	1	100	100	100	100	100	100	100	100	100	100
32	1	100	100	100	100	100	100	100	100	100	100
33	1	100	100	100	100	100	100	100	100	100	100
34	1	100	100	100	100	100	100	100	100	100	100
35	1	100	100	100	100	100	100	100	100	100	100
36	1	100	100	100	100	100	100	100	100	100	100
37	1	100	100	100	100	100	100	100	100	100	100
38	1	100	100	100	100	100	100	100	100	100	100
39	1	100	100	100	100	100	100	100	100	100	100
40	1	100	100	100	100	100	100	100	100	100	100
41	1	100	100	100	100	100	100	100	100	100	100
42	1	100	100	100	100	100	100	100	100	100	100
43	1	100	100	100	100	100	100	100	100	100	100
44	1	100	100	100	100	100	100	100	100	100	100
45	1	100	100	100	100	100	100	100	100	100	100
46	1	100	100	100	100	100	100	100	100	100	100
47	1	100	100	100	100	100	100	100	100	100	100
48	1	100	100	100	100	100	100	100	100	100	100
49	1	100	100	100	100	100	100	100	100	100	100
50	1	100	100	100	100	100	100	100	100	100	100
51	1	100	100	100	100	100	100	100	100	100	100
52	1	100	100	100	100	100	100	100	100	100	100
53	1	100	100	100	100	100	100	100	100	100	100
54	1	100	100	100	100	100	100	100	100	100	100
55	1	100	100	100	100	100	100	100	100	100	100
56	1	100	100	100	100	100	100	100	100	100	100
57	1	100	100	100	100	100	100	100	100	100	100
58	1	100	100	100	100	100	100	100	100	100	100
59	1	100	100	100	100	100	100	100	100	100	100
60	1	100	100	100	100	100	100	100	100	100	100
61	1	100	100	100	100	100	100	100	100	100	100
62	1	100	100	100	100	100	100	100	100	100	100
63	1	100	100	100	100	100	100	100	100	100	100
